student_id,school,major,year,age,gender,seed_keywords,interest_profile,research_interests,methods_tools,profile_keywords
NU_ENG_000497,NU,Computer Science,3,20,M,"['machine learning', 'data', 'systems', 'AI']","I'm building depth in Computer Science with advanced coursework and research/industry-style projects. My main interests include software engineering, data engineering, HCI, computer vision and applying them to education tech.","['HCI', 'machine learning', 'education tech', 'security', 'robotics']","['Git', 'SQL', 'debugging', 'testing', 'APIs']","['machine learning', 'data', 'systems', 'software engineering', 'data engineering', 'HCI', 'education tech', 'Git', 'SQL', 'debugging', 'computer vision', 'manufacturing analytics']"
NU_ENG_000498,NU,Computer Science,1,18,F,"['systems', 'algorithms', 'AI', 'NLP']","I'm exploring different directions in Computer Science through intro courses and small projects. My main interests include security, systems, HCI and applying them to finance.","['robotics', 'manufacturing analytics', 'finance', 'software engineering', 'algorithms']","['Git', 'Python', 'APIs', 'SQL', 'testing']","['systems', 'algorithms', 'AI', 'security', 'HCI', 'finance', 'Git', 'Python', 'APIs', 'education tech', 'testing', 'lab work']"
NU_ENG_000499,NU,Computer Engineering,4,22,F,"['computer vision', 'hardware', 'systems', 'IoT']","I'm specializing in Computer Engineering through capstone work and targeted research experience. My main interests include systems, computer architecture, hardware, edge inference and applying them to manufacturing automation.","['embedded systems', 'real-time systems', 'manufacturing automation', 'computer architecture', 'edge inference']","['C/C++', 'microcontrollers', 'Verilog/HDL', 'profiling', 'Python']","['computer vision', 'hardware', 'systems', 'computer architecture', 'hardware-software co-design', 'manufacturing automation', 'C/C++', 'microcontrollers', 'Verilog/HDL', 'edge inference', 'process monitoring', 'sensing']"
NU_ENG_000500,NU,Computer Science,2,20,F,"['AI', 'systems', 'data', 'machine learning']","I'm getting more focused in Computer Science by taking core classes and joining hands-on team projects. My main interests include software engineering, data engineering, data, machine learning and applying them to robotics.","['algorithms', 'data engineering', 'HCI', 'data', 'systems']","['SQL', 'debugging', 'testing', 'APIs', 'Git']","['AI', 'systems', 'data', 'software engineering', 'data engineering', 'robotics', 'SQL', 'debugging', 'testing', 'machine learning', 'HCI', 'computer vision']"
NU_ENG_000501,NU,Environmental Engineering,1,18,F,"['programming', 'data analysis', 'design', 'modeling']","I'm exploring different directions in Environmental Engineering through intro courses and small projects. My main interests include design, air quality, modeling and applying them to industrial sustainability.","['air quality', 'public health', 'risk assessment', 'sustainability', 'industrial sustainability']","['GIS', 'lab methods', 'data analysis', 'Python', 'modeling']","['programming', 'data analysis', 'design', 'air quality', 'modeling', 'industrial sustainability', 'GIS', 'lab methods', 'environmental monitoring', 'climate', 'hydrology', 'design reviews']"
NU_ENG_000502,NU,Industrial Engineering,3,20,F,"['optimization', 'supply chain', 'analytics', 'quality']","I'm building depth in Industrial Engineering with advanced coursework and research/industry-style projects. My main interests include supply chain, human factors, quality and applying them to healthcare operations.","['quality', 'human factors', 'healthcare operations', 'manufacturing systems', 'optimization']","['linear programming', 'A/B testing', 'data visualization', 'process mapping', 'Python']","['optimization', 'supply chain', 'analytics', 'human factors', 'quality', 'healthcare operations', 'linear programming', 'A/B testing', 'data visualization', 'manufacturing systems', 'process improvement', 'process monitoring']"
NU_ENG_000503,NU,Manufacturing and Design Engineering,4,21,M,"['data analysis', 'modeling', 'design', 'programming']","I'm specializing in Manufacturing and Design Engineering through capstone work and targeted research experience. My main interests include process planning, data analysis, design, anomaly detection and applying them to product development.","['design for manufacturability', 'robotics', 'design', 'product design', 'automation']","['DOE', 'process modeling', 'shop-floor data analysis', 'Python', 'rapid prototyping']","['data analysis', 'modeling', 'design', 'process planning', 'programming', 'product development', 'DOE', 'process modeling', 'shop-floor data analysis', 'anomaly detection', 'rapid prototyping', 'product design']"
NU_ENG_000504,NU,Computer Science,4,21,M,"['machine learning', 'systems', 'data', 'NLP']","I'm specializing in Computer Science through capstone work and targeted research experience. My main interests include systems, algorithms, software engineering and applying them to education tech.","['finance', 'software engineering', 'robotics', 'security', 'systems']","['debugging', 'testing', 'APIs', 'Python', 'SQL']","['machine learning', 'systems', 'data', 'algorithms', 'software engineering', 'NLP', 'education tech', 'debugging', 'testing', 'APIs', 'data engineering', 'security']"
NU_ENG_000505,NU,Computer Science,2,19,M,"['systems', 'NLP', 'machine learning', 'algorithms']","I'm getting more focused in Computer Science by taking core classes and joining hands-on team projects. My main interests include HCI, data engineering, software engineering and applying them to robotics.","['algorithms', 'software engineering', 'HCI', 'data engineering', 'security']","['SQL', 'Git', 'testing', 'Python', 'APIs']","['systems', 'NLP', 'machine learning', 'HCI', 'data engineering', 'software engineering', 'robotics', 'SQL', 'Git', 'testing', 'finance', 'APIs']"
NU_ENG_000506,NU,Industrial Engineering,1,18,M,"['supply chain', 'analytics', 'quality', 'operations']","I'm exploring different directions in Industrial Engineering through intro courses and small projects. My main interests include analytics, process improvement, operations research and applying them to healthcare operations.","['quality engineering', 'service systems', 'logistics', 'supply chain', 'analytics']","['discrete-event simulation', 'process mapping', 'data visualization', 'Python', 'R']","['supply chain', 'analytics', 'quality', 'process improvement', 'operations research', 'healthcare operations', 'discrete-event simulation', 'process mapping', 'data visualization', 'linear programming', 'lab work', 'ML for operations']"
NU_ENG_000507,NU,Civil Engineering,4,21,M,"['sustainability', 'geotech', 'risk', 'structures']","I'm specializing in Civil Engineering through capstone work and targeted research experience. My main interests include water resources, sustainability, transportation and applying them to smart cities.","['risk/resilience', 'water resources', 'transportation', 'construction', 'geotechnical']","['design codes', 'Python', 'GIS', 'statistical modeling', 'data analysis']","['sustainability', 'geotech', 'risk', 'water resources', 'transportation', 'construction', 'smart cities', 'design codes', 'Python', 'GIS', 'internship', 'remote sensing analytics']"
NU_ENG_000508,NU,Industrial Engineering,4,21,F,"['operations', 'simulation', 'optimization', 'quality']","I'm specializing in Industrial Engineering through capstone work and targeted research experience. My main interests include operations research, optimization, operations and applying them to service systems.","['optimization', 'quality engineering', 'production planning', 'manufacturing systems', 'logistics']","['A/B testing', 'Python', 'R', 'discrete-event simulation', 'process mapping']","['operations', 'simulation', 'optimization', 'operations research', 'quality', 'service systems', 'A/B testing', 'Python', 'R', 'manufacturing systems', 'capstone', 'process improvement']"
NU_ENG_000509,NU,Computer Science,3,21,M,"['AI', 'algorithms', 'NLP', 'systems']","I'm building depth in Computer Science with advanced coursework and research/industry-style projects. My main interests include security, software engineering, systems, NLP and applying them to manufacturing analytics.","['robotics', 'healthcare', 'education tech', 'data engineering', 'NLP']","['APIs', 'SQL', 'testing', 'Git', 'Python']","['AI', 'algorithms', 'NLP', 'security', 'software engineering', 'systems', 'data engineering', 'manufacturing analytics', 'APIs', 'SQL', 'testing', 'finance']"
NU_ENG_000510,NU,Biomedical Engineering,3,20,M,"['programming', 'modeling', 'data analysis', 'experiments']","I'm building depth in Biomedical Engineering with advanced coursework and research/industry-style projects. My main interests include programming, modeling, data analysis, image analysis and applying them to healthcare.","['programming', 'assistive tech', 'imaging', 'medical devices', 'rehabilitation engineering']","['experiments', 'data analysis', 'modeling', 'MATLAB', 'signal processing']","['programming', 'modeling', 'data analysis', 'imaging', 'healthcare', 'experiments', 'image analysis', 'bioinstrumentation', 'medical devices', 'biomaterials', 'internship', 'MATLAB']"
NU_ENG_000511,NU,Biomedical Engineering,2,19,M,"['programming', 'team projects', 'experiments', 'design']","I'm getting more focused in Biomedical Engineering by taking core classes and joining hands-on team projects. My main interests include team projects, experiments, biomaterials, image analysis and applying them to assistive tech.","['biomaterials', 'imaging', 'assistive tech', 'experiments', 'bioinstrumentation']","['modeling', 'Python', 'signal processing', 'data analysis', 'experiments']","['programming', 'team projects', 'experiments', 'biomaterials', 'assistive tech', 'modeling', 'Python', 'signal processing', 'image analysis', 'design reviews', 'medical devices', 'capstone']"
